192 64 64 128 1 -3.630785 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 64 64 128 1 -3.619072 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 64 64 128 1 -3.383674 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 64 64 128 1 -3.167177 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 64 64 128 1 -3.252511 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 64 64 128 1 -3.396220 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 64 64 128 1 -3.493791 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 64 64 128 1 -3.521127 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 64 64 128 1 -3.479930 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 64 64 128 1 -3.510871 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 64 64 128 1 -3.581009 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 64 64 128 1 -3.583539 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 64 64 128 1 -3.577921 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
296 64 64 128 1 -3.577921 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
304 64 64 128 1 -3.577921 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
312 64 64 128 1 -3.577921 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
320 64 64 128 1 -3.577921 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
32 72 64 128 1 -3.134894 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
40 72 64 128 1 -3.056267 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 72 64 128 1 -2.932286 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 72 64 128 1 -2.966510 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
64 72 64 128 1 -3.176698 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
72 72 64 128 1 -3.160043 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
80 72 64 128 1 -3.027545 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
88 72 64 128 1 -2.993219 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
96 72 64 128 1 -3.147988 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
104 72 64 128 1 -3.322678 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
112 72 64 128 1 -3.318102 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
120 72 64 128 1 -3.282417 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
128 72 64 128 1 -3.252727 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
136 72 64 128 1 -3.276388 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
144 72 64 128 1 -3.302063 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
152 72 64 128 1 -3.368191 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
160 72 64 128 1 -3.449243 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
168 72 64 128 1 -3.466744 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
176 72 64 128 1 -3.500550 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
184 72 64 128 1 -3.583504 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
192 72 64 128 1 -3.670227 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 72 64 128 1 -3.554143 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 72 64 128 1 -3.237229 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 72 64 128 1 -3.012529 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 72 64 128 1 -3.075908 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 72 64 128 1 -3.202001 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 72 64 128 1 -3.381098 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 72 64 128 1 -3.554161 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 72 64 128 1 -3.553401 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 72 64 128 1 -3.491412 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 72 64 128 1 -3.467665 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 72 64 128 1 -3.485168 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 72 64 128 1 -3.520177 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
296 72 64 128 1 -3.540565 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
304 72 64 128 1 -3.565729 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
312 72 64 128 1 -3.575865 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
320 72 64 128 1 -3.578571 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
32 80 64 128 1 -2.824475 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
40 80 64 128 1 -2.860534 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 80 64 128 1 -2.716144 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 80 64 128 1 -2.687010 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
64 80 64 128 1 -2.902249 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
72 80 64 128 1 -2.743571 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
80 80 64 128 1 -2.538601 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
88 80 64 128 1 -2.658404 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
96 80 64 128 1 -2.965361 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
104 80 64 128 1 -3.115180 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
112 80 64 128 1 -3.051616 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
120 80 64 128 1 -3.070567 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
128 80 64 128 1 -3.159097 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
136 80 64 128 1 -3.277563 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
144 80 64 128 1 -3.352953 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
152 80 64 128 1 -3.273613 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
160 80 64 128 1 -3.277213 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
168 80 64 128 1 -3.454261 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
176 80 64 128 1 -3.631094 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
184 80 64 128 1 -3.637259 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
192 80 64 128 1 -3.534551 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 80 64 128 1 -3.242458 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 80 64 128 1 -2.956814 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 80 64 128 1 -2.871220 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 80 64 128 1 -2.955748 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 80 64 128 1 -3.083580 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 80 64 128 1 -3.302682 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 80 64 128 1 -3.484143 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 80 64 128 1 -3.544322 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 80 64 128 1 -3.510789 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 80 64 128 1 -3.455629 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 80 64 128 1 -3.467474 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 80 64 128 1 -3.445785 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
296 80 64 128 1 -3.458584 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
304 80 64 128 1 -3.514230 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
312 80 64 128 1 -3.525637 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
320 80 64 128 1 -3.536968 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
32 88 64 128 1 -2.965030 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
40 88 64 128 1 -3.049696 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 88 64 128 1 -2.871849 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 88 64 128 1 -2.627000 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
64 88 64 128 1 -2.761459 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
72 88 64 128 1 -2.609741 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
80 88 64 128 1 -2.480138 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
88 88 64 128 1 -2.750514 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
96 88 64 128 1 -3.091248 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
104 88 64 128 1 -3.104523 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
112 88 64 128 1 -2.944433 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
120 88 64 128 1 -3.063881 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
128 88 64 128 1 -3.219378 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
136 88 64 128 1 -3.475880 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
144 88 64 128 1 -3.623082 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
152 88 64 128 1 -3.330190 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
160 88 64 128 1 -3.164301 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
168 88 64 128 1 -3.422971 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
176 88 64 128 1 -3.605629 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
184 88 64 128 1 -3.530086 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
192 88 64 128 1 -3.300239 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 88 64 128 1 -3.064884 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 88 64 128 1 -2.991011 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 88 64 128 1 -2.899651 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 88 64 128 1 -2.950151 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 88 64 128 1 -3.076912 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 88 64 128 1 -3.125971 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 88 64 128 1 -3.105891 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 88 64 128 1 -3.257923 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 88 64 128 1 -3.478264 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 88 64 128 1 -3.568865 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 88 64 128 1 -3.584373 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 88 64 128 1 -3.485354 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
296 88 64 128 1 -3.452027 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
304 88 64 128 1 -3.536738 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
312 88 64 128 1 -3.570409 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
320 88 64 128 1 -3.632319 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
32 96 64 128 1 -2.640499 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
40 96 64 128 1 -2.694963 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 96 64 128 1 -2.627885 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 96 64 128 1 -2.507034 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
64 96 64 128 1 -2.768826 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
72 96 64 128 1 -2.621645 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
80 96 64 128 1 -2.633118 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
88 96 64 128 1 -3.043319 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
96 96 64 128 1 -3.280036 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
104 96 64 128 1 -3.195483 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
112 96 64 128 1 -3.030099 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
120 96 64 128 1 -3.114946 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
128 96 64 128 1 -3.177183 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
136 96 64 128 1 -3.318145 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
144 96 64 128 1 -3.513445 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
152 96 64 128 1 -3.335913 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
160 96 64 128 1 -3.168546 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
168 96 64 128 1 -3.361545 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
176 96 64 128 1 -3.499152 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
184 96 64 128 1 -3.342582 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
192 96 64 128 1 -3.054776 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 96 64 128 1 -2.954911 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 96 64 128 1 -3.158967 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 96 64 128 1 -3.084675 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 96 64 128 1 -3.042935 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 96 64 128 1 -3.131321 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 96 64 128 1 -3.044486 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 96 64 128 1 -2.943748 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 96 64 128 1 -3.149870 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 96 64 128 1 -3.404737 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 96 64 128 1 -3.507732 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 96 64 128 1 -3.604728 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 96 64 128 1 -3.610289 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
296 96 64 128 1 -3.554691 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
304 96 64 128 1 -3.553316 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
312 96 64 128 1 -3.548497 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
320 96 64 128 1 -3.584695 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
32 104 64 128 1 -2.144408 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
40 104 64 128 1 -2.068629 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
48 104 64 128 1 -2.048596 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
56 104 64 128 1 -2.266068 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
64 104 64 128 1 -2.710509 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
72 104 64 128 1 -2.552042 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
80 104 64 128 1 -2.507026 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
88 104 64 128 1 -2.830480 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
96 104 64 128 1 -3.070988 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
104 104 64 128 1 -3.126207 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
112 104 64 128 1 -2.984500 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
120 104 64 128 1 -2.903653 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
128 104 64 128 1 -2.940672 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
136 104 64 128 1 -3.021286 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
144 104 64 128 1 -3.208355 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
152 104 64 128 1 -3.238163 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
160 104 64 128 1 -3.188139 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
168 104 64 128 1 -3.287217 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
176 104 64 128 1 -3.370606 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
184 104 64 128 1 -3.221740 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
192 104 64 128 1 -2.915694 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
200 104 64 128 1 -2.849801 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
208 104 64 128 1 -3.109734 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
216 104 64 128 1 -3.175769 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
224 104 64 128 1 -3.029238 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
232 104 64 128 1 -3.022119 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
240 104 64 128 1 -3.058425 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
248 104 64 128 1 -3.085044 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
256 104 64 128 1 -3.287391 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
264 104 64 128 1 -3.344599 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
272 104 64 128 1 -3.278128 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
280 104 64 128 1 -3.428754 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
288 104 64 128 1 -3.577999 -2 -1 -1 -1 0 -1 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
